REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,title_neg,title_neu,title_pos,title_compound,body_neg,body_neu,body_pos,body_compound
635195069,2018-11-23 00:00:00.000,4,Go visit,"Very good, fun and great architecture. Good for families and kids! Take a few hours and go explore. Educational, beautiful and interesting.",2018-11-01 00:00:00.000,Couples,2020-01-29 12:09:24.514,Johannes S,United Kingdom,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.421,0.579,0.9668
538950185,2017-11-07 00:00:00.000,3,Just an average place,"Mostly are man-made structure. The most interesting amenity in this place is the cloud-forest dome, but entrance fee is very expensive. If you want to enjoy a free musical lighting show, come at night time around 6:30pm",2017-11-01 00:00:00.000,Friends,2020-01-25 20:25:35.972,PakiProfessional,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.724,0.276,0.9041
735082627,2019-12-28 00:00:00.000,4,Very good wlaking trail,"The animal wasn't as good, not worth the queue. The tram is ok for people that doesn't want to walk but if can, go for the walking trail, it's pretty good.",2019-12-01 00:00:00.000,Family,2020-01-30 14:40:02.082,kitytan,Malaysia,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.484,0.516,0.4927,0.19,0.655,0.155,0.164
371059915,2016-05-08 00:00:00.000,4,Beautiful Scenery by Night,"The enjoyable time for us is after 6pm, if you get clear weather no rain you could pay 8SGD per person to go to the sky bridge. Beautiful for photography but maybe a big problem for people who has the height-place-phobia.",2016-05-01 00:00:00.000,Couples,2020-01-25 18:49:46.724,markus662,Indonesia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.435,0.565,0.5994,0.136,0.73,0.133,-0.0387
448402289,2017-01-02 00:00:00.000,4,Glimpse into the future & rainy day activity,"We didn't book this attraction and turned up on the day. It is quite a cool concept and while most of the plant life may be lost on some people for me I felt this was a glimpse into the future of how our kids would likely see flora ""in the wild"". Very well laid out with a mixture of flowers and plants and trees. Great to see boab trees up close._x000D_
_x000D_
The rainforest dome was also very cool._x000D_
_x000D_
Once you get up the walkway Take the stairs if you can handle them up to the very top as the lift line is quite long with people and their Prams._x000D_
_x000D_
Also be prepared to be smacked in the head with selfie sticks and generally people stopping in the middle of walkways for selfies.",2016-12-01 00:00:00.000,Couples,2020-01-29 12:30:59.155,MalibustaceyAus,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.178,0.822,0.0,-0.0772,0.027,0.858,0.115,0.9132
398635167,2016-07-29 00:00:00.000,3,Once Famous Shopping Street,This is once the most prominent and famous shopping street in Singapore. It offers most luxury products and services within the reach of the outlets within the area of Orchard.,2016-07-01 00:00:00.000,Family,2020-01-30 02:37:42.247,Mikelaw01,Malaysia,Orchard Road,Precinct & Street,"Singapore, Singapore",0.0,1.0,0.0,0.0,0.0,0.883,0.117,0.4005
586314966,2018-06-10 00:00:00.000,5,Stunning,"Impressive architecture at any time of the day...but at night the light show is fantastic entertainment. Gets very busy so be early if you want a seat, otherwise take a blanket and lie on the floor.",2018-03-01 00:00:00.000,Couples,2020-01-29 18:23:19.454,LxRigger,United Kingdom,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",0.0,0.0,1.0,0.3818,0.0,0.732,0.268,0.875
650967922,2019-02-09 00:00:00.000,4,Unique experience,"highly recommend walking the ocbc skyway, i suggest coming at morning when it opens so there are less crowds and more peaceful",2018-10-01 00:00:00.000,Family,2020-01-30 05:40:42.324,faecelinee,Philippines,OCBC Skyway,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.751,0.249,0.742
632948418,2018-11-13 00:00:00.000,5,Brilliant Experience,"Went for the light show at night, was brilliant experience - the light show was choreographed with a best of Broadway music through a tannoy system. Brilliant experience, everybody sat or lying down looking up at the light show. Recommended.",2018-10-01 00:00:00.000,Couples,2020-01-29 18:20:53.419,Terry Q,Australia,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",0.0,0.208,0.792,0.5859,0.069,0.653,0.278,0.8807
478320187,2017-04-24 00:00:00.000,4,Iconic but always crowded,"This Merlion Park is where the iconic Merlion statue located._x000D_
Good location to take your pictures with you family or your selfies._x000D_
_x000D_
Its an ideal location to watch the sun goes down. It is a must visit location if you visited Singapore, albeit it's always crowded._x000D_
_x000D_
The location is within proximity to One Fullerton which has many dining option. Also you can start your Singapore Rivercruise from this area.",2017-04-01 00:00:00.000,Family,2020-01-30 01:40:50.413,TheoHonolulu,United States,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",0.0,1.0,0.0,0.0,0.0,0.915,0.085,0.743
653580726,2019-02-20 00:00:00.000,4,Lovely after 9pm,"We booked online for the 7.15 entry. It was mayhem when we arrived at 7.30pm. What seemed like thousands of noisy visitors with queue snaking everywhere. We queued for the 7.15 entry only to find that the queue had gone in and the queue was for 8.15 entry but the 7.15 sign was still being used. There were ushers shouting here and there to herd visitors into queues. We werenâ€™t given any programme or guide and was somehow led to an animal show. We queued and waited from 7.45 till 8.30 for the show to start. It was a 30 min show, interesting enough with various animals appearing briefly to do its stint. After the show, there was another queue for the tram to get around the park. When the tram ride ended, the park seemed to have emptied itself and we had a wonderful time wandering around on foot. My advice would be to show up after 9pm for a lovey time at a wonderful zoo which probably could not cope well with the deluge at 7.15pm.",2019-02-01 00:00:00.000,Couples,2020-01-30 15:19:45.191,224hany,United Kingdom,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.345,0.655,0.5859,0.03,0.888,0.082,0.9149
485137446,2017-05-18 00:00:00.000,4,Great atmosphere,"this is just a great spot to go visit. Lots of outdoor market areas, boutique stores, kischy souvenier stands and even an outdoor stage where they were doing country line dancing. This will be one of the first places to head to when we go back.",2017-03-01 00:00:00.000,Couples,2020-01-30 12:15:39.913,nickd18,Canada,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",0.0,0.196,0.804,0.6249,0.0,0.915,0.085,0.6249
554847401,2018-01-20 00:00:00.000,5,Magnificent from Garden Domes to Light Show,"Fantastic and the Christmas Spectacular light show was magnificent. The mixture of every race , creed and religion enjoying the light show in tune to Christmas Carols certainly expressed the true meaning of Christmas",2017-12-01 00:00:00.000,Couples,2020-01-25 17:29:59.584,r0gerj0hns,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.606,0.394,0.5994,0.0,0.635,0.365,0.9442
651836071,2019-02-13 00:00:00.000,5,Beautiful garden like Eden,Awesome display of botanicals. No chance to be bored. Mostly free except for orchid garden which was cheap enough.,2019-02-01 00:00:00.000,Family,2020-01-26 09:47:31.488,drflow_1999,Singapore,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",0.0,0.238,0.762,0.7506,0.155,0.505,0.339,0.7269
639658907,2018-12-15 00:00:00.000,4,Young at heart - future world,"We had a long Singapore stopover and decided to check out the future world exhibition. The lady at the reception was very helpful and told us that marina bay sands was doing a 2 for 1 promotion if we sign up to a free membership. Was fairly easy process and we ended up paying only $19 for the two of us._x000D_
_x000D_
The future world exhibition is very interactive and fun using lights and screens. There were a lot of children however we also enjoyed â€œplayingâ€._x000D_
_x000D_
Took some amazing photos. There is also an additional entrance to a interactive experience within marina bay sands shopping centre.",2018-12-01 00:00:00.000,Couples,2020-01-30 14:04:32.067,itsumee,Australia,ArtScience Museum at Marina Bay Sands,"Art, History & Culture","10 Bayfront Avenue Marina Bay Sands, Singapore 018956, Singapore",0.0,1.0,0.0,0.0,0.0,0.825,0.175,0.9636
691945359,2019-07-23 00:00:00.000,5,Loved it!,"Tickets are easily purchased online._x000D_
I only had time for one exhibit and decided on the Future World ... When Art meets Science._x000D_
The high tech interactive exhibits were awesome! If you love taking photos, my advice is to go on a weekday when its less crowded. Highly recommend!",2019-07-01 00:00:00.000,Family,2020-01-30 13:59:21.211,travelwhileyoucan2,Malaysia,ArtScience Museum at Marina Bay Sands,"Art, History & Culture","10 Bayfront Avenue Marina Bay Sands, Singapore 018956, Singapore",0.0,0.193,0.807,0.636,0.0,0.757,0.243,0.9302
421392245,2016-09-23 00:00:00.000,5,Welcome to the Flower Dome,Nicely structured garden displays covering plants from most parts of the world. Many colorful flower displays and there were some very interesting wood carvings positioned around the dome. Parts of the dome have upper decks and plenty of spots to take a few good photos.,2016-09-01 00:00:00.000,Couples,2020-01-30 00:58:04.379,MCP474,Australia,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,0.571,0.429,0.4588,0.0,0.823,0.177,0.8313
407077921,2016-08-18 00:00:00.000,5,One of the nicest zoos I have seen,An impressive list of animals in a beautiful setting. The white tigers were my favorite. Animals from all over the world. I had pity with the polar bear - the tropics do not look like a good place to be. The zoo provides good guidance how to limit the damage done to nature by humans.,2016-08-01 00:00:00.000,Couples,2020-01-26 12:53:27.323,MAP67traveller,Germany,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.652,0.348,0.4939,0.188,0.656,0.156,-0.0315
564268529,2018-03-04 00:00:00.000,4,Long distances,Great and interesting location. Could have spend more time here. The climate makes the distances between things something to consider at this place when taking a toddler with you.,2018-03-01 00:00:00.000,Family,2020-01-25 15:08:07.351,630thomasn,Denmark,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.793,0.207,0.7783
678303460,2019-06-02 00:00:00.000,5,"Wonderful visit, I highly recommend, beautiful forest and great air con!","Wonderful visit, I highly recommend, beautiful forest and great air con and waterfall. To include in your visits in Singapore.",2019-05-01 00:00:00.000,Friends,2020-01-29 12:55:20.390,MrcL2013,United Kingdom,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,0.285,0.715,0.9438,0.0,0.504,0.496,0.941
591685212,2018-06-29 00:00:00.000,5,Best cocktails,"we visited the main bar (by the infinity pool, not at the end of the building) and the cocktails were the best we had in Singapore (& much better than Raffles pop up bar which was more expensive!)",2018-03-01 00:00:00.000,Couples,2020-01-29 13:40:01.183,mjmrf29,United Kingdom,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",0.0,0.192,0.808,0.6369,0.0,0.83,0.17,0.8122
615002058,2018-09-09 00:00:00.000,5,Great experience.,Went with my toddler and overseas friends to have an experience. All of us enjoyed the visit especially seeing the animals roaming just beside us..,2018-08-01 00:00:00.000,Family,2020-01-30 14:48:48.038,Vicki L,Singapore,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.196,0.804,0.6249,0.0,0.782,0.218,0.7506
609079771,2018-08-22 00:00:00.000,5,Recomended Place at Singapore!!,"Great Place for Family very nice and we enjoy very much our time spend at The Cloud Forest, nice and cozy , great if not on week end so you can have time to see and relax inside , they had also souvenir shop and restaurant .",2018-07-01 00:00:00.000,Family,2020-01-29 11:36:35.039,MilaMilo2016,Indonesia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.0,0.65,0.35,0.9661
366535332,2016-04-23 00:00:00.000,5,Unforgettable experience,Came to just see the light show and had the most incredible experience. Truly stunning!!! We found a spot where we could see all the trees and Marina Bay Sands and just laid on our backs to enjoy the experience. A short stroll through the Sands hotel and we were there. Could this believe it was free as usually thin be as beautiful as this come at a price to experience. Loved it,2016-04-01 00:00:00.000,Couples,2020-01-25 18:51:55.571,KerryJo35,Russia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.014,0.74,0.246,0.9672
370269518,2016-05-05 00:00:00.000,5,Outstanding!,"For anyone who loves flowers and gardens, this orchid collection is simply stunning! Well worth the entrance fee to walk around at a leisurely pace and enjoy the wide variety of colourful orchids on display. It has a wheelchair-friendly route through the gardens and a refreshing cool house towards the end of the walk, finishing with the required gift shop before the exit! There are plenty of opportunities with seating provided for the weary but also for stunning photo opportunities. Indulge and enjoy!",2016-03-01 00:00:00.000,Friends,2020-01-29 11:28:21.631,Scubajools,United Kingdom,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.0,1.0,0.6476,0.016,0.707,0.277,0.9686
365691079,2016-04-20 00:00:00.000,3,busy busy busy,this a very short visit and would be good to go on your own terms the atmosphere was very up beat and food/drinks are available.,2016-03-01 00:00:00.000,Couples,2020-01-29 23:20:34.472,ulstertraveller2015,United Kingdom,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",0.0,1.0,0.0,0.0,0.0,0.888,0.112,0.4404
627071460,2018-10-22 00:00:00.000,5,A Few Leisurely Hours of Edutainment,"The River Safari is a fantastic venue of its own, situated right next to the Zoo.What was realy great was the simple to follow route that takes one through all the exhibits and enclosures, save for any optional cruises.Great display of animals and, near the end, the huge aquarium was a wonderful place to sit back and enjoy the animals. Wonderful excursion!",2018-10-01 00:00:00.000,Family,2020-01-30 03:45:20.406,AdamReutensTan,Singapore,River Safari,Nature & Wildlife,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826, Singapore",0.0,1.0,0.0,0.0,0.0,0.687,0.313,0.9753
484835205,2017-05-17 00:00:00.000,5,Worlds Best Brands Available here,All the Best Brands of Luxury items are available here on Orchard Road. 10-15 Malls can be visited here. Lots of Food joints and restaurants also located on Orchard Road.,2017-04-01 00:00:00.000,Couples,2020-01-30 02:58:43.111,AnkurChhajer,India,Orchard Road,Precinct & Street,"Singapore, Singapore",0.0,0.488,0.512,0.6369,0.0,0.873,0.127,0.6369
474879108,2017-04-12 00:00:00.000,5,Stunning Orchids,A lovely garden within the Botanical gardens. The most beautiful orchids to see. It took around an hour to walk round but you could stay longer. The entry charge is very reasonable and there is no charge to just see the Botanical gardens. A lot of walking but worth it.,2017-03-01 00:00:00.000,Friends,2020-01-29 11:25:25.848,Sheila W,United Kingdom,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.278,0.722,0.3818,0.052,0.813,0.136,0.5494
622323454,2018-10-05 00:00:00.000,5,Garden visit,"I was a little skeptical, but was soon wowed by the beauty of the gardens. We visited both the Cloud Forest and Flower Dome both pretty amazing and well worth it. We went early about 9:30, no queues and no crowds. We took our time and then walked over to the Marina Sands complex for lunch and some shopping.",2018-10-01 00:00:00.000,Family,2020-01-25 14:50:15.868,travel7792,New Zealand,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.089,0.602,0.309,0.9661
436506114,2016-11-12 00:00:00.000,5,this is a must see,"An amazing oasis of calm in the midst of a bustling city. Arriving by the MRT, a spotless, on time metro we immediately entered another world as we went onto the gardens. The air is pure, the flowers are fragrant, the noise of the city is muffled to non-existent. My favorites were the orchid garden, a true wonder, and the cool house. This building houses plants that only grow in the colder temperatures of the mountains and upon entering on a hot day one is transported to such a mountain top. The wonder of this is truly outstanding._x000D_
This is a must see.",2016-11-01 00:00:00.000,Friends,2020-01-26 11:23:09.782,waiake1,New Zealand,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",0.0,1.0,0.0,0.0,0.0,0.828,0.172,0.9493
693675249,2019-07-29 00:00:00.000,3,Not so stunning & expensive for a tourist,"The price quite expensive, and we need to purchase EXTRA $3 for just a shuttle. which i thought the shuttle will drop at several places, but itâ€™s not. itâ€™s only from the ticketing office to somewhere nearby the MRT. should just get a free shuttle for those kind of price range._x000D_
garden by the bay more like statue by the bay when i visited last week (july) quite disappointed.",2019-07-01 00:00:00.000,Friends,2020-01-25 20:00:56.276,sallynath,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.324,0.676,0.0,-0.3401,0.082,0.81,0.108,0.4588
604807001,2018-08-10 00:00:00.000,5,A beautiful day wandering beautiful gardens,I decided to spend a morning wandering the beautiful Singapore botanical gardens and what a lovely peaceful morning I watched a Tai chi class under the big trees that just looked perfect. The orchid display was wonderful this is their best flowering time so it was quite beautiful there are lots of photo opps throughout the gardens. If you want a little down time to relax and enjoy beautiful surroundings then make the botanical gardens a must see,2018-08-01 00:00:00.000,Solo,2020-01-26 10:55:23.363,Lindy O,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",0.0,0.278,0.722,0.8316,0.0,0.614,0.386,0.9896
594926934,2018-07-10 00:00:00.000,4,Orchids,Very interesting range of orchids worth visiting and very nice to take photos. People of all ages can visit.,2018-06-01 00:00:00.000,Friends,2020-01-29 11:22:01.060,Chua T,Singapore,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,1.0,0.0,0.0,0.0,0.667,0.333,0.7897
652929968,2019-02-17 00:00:00.000,5,BEAUTY LOCATED INSIDE GARDEN BY THE BAY.,You can easily spend 1-2 hrs here.A water fall. 1st look from ground level. Then go upto 5th/6th floor and then come down one by one. climate controlled domes has so much to please you.,2019-01-01 00:00:00.000,Couples,2020-01-29 12:07:10.313,DrAshokGupta_Ldh,India,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",0.0,0.612,0.388,0.5859,0.0,0.869,0.131,0.6077
584902355,2018-06-04 00:00:00.000,5,Spectacular zoo,"My wife and I came here at about 11am and it took us about 10 mins in the line to buy a ticket - which wasn't bad considering how long the line was. It is S$35 entry for just the zoo, but if you have time for all 4 it is S$78._x000D_
_x000D_
So we walked in and straight saw 2 little white faced monkeys (not sure entirely of their actual name) running around freely putting a show on for everyone. After this we followed the boardwalk and saw a larger black face tamarind (I think) as it started to rain. This fella was running for cover and it was incredible to see._x000D_
_x000D_
We mainly came here for the orangutans as we spent 2 months in Borneo with them and we fell in love with them. Such beautiful animals and so smart and similar to us. They are free ranging (minus the electric wires stopping them climbing down and coming in contact with the public) and it brought back many memories._x000D_
_x000D_
We strolled around and saw many other animals - too many to name on here, but it amazing to see them all. Although some animals looked like they didn't have enough room or wanted to get out (elephants, pygmy hippopotamus, turtle and a few others) it was still quite a well kept and maintained zoo._x000D_
_x000D_
It was quite sticky/muggy so make sure you wear cool clothes, and also if you are catching a cab there and back, be weary of the taxi rank. It cost us $15 from great world city and on the way back they wanted to charge a flat rate of $50 which was a big stitch up. If you're lucky enough, go down to the drop off zone and jump in someone else's cab as they get out._x000D_
_x000D_
Great zoo and highly recommend a visit.",2018-06-01 00:00:00.000,Couples,2020-01-26 12:36:56.078,mulletmason,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,1.0,0.0,0.0,0.02,0.789,0.191,0.9965
455322461,2017-01-28 00:00:00.000,4,Valentine's Day dinner!,"Had our special Valentine's Day dinner onboard the Singapore Flyer! Went a total of 3 times round and its was fun watching the waiters and waitresses rushing in and out! Not enough time to dine and enjoy the scenery plus take photos of both!! Not much of a scenery too except at that height, sun set can look amazing!",2016-02-01 00:00:00.000,Couples,2020-01-28 12:06:45.877,Nixnaw,Singapore,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",0.0,1.0,0.0,0.0,0.0,0.786,0.214,0.9345
451435855,2017-01-12 00:00:00.000,5,Lovely Mumus,Our friends took us to a very popular restaurant in the bay and it was delightful. Huge place though crowded at places. Lovely place to pass the time of the day and enjoy water front.,2016-12-01 00:00:00.000,Couples,2020-01-29 23:16:18.768,dbsaxena,India,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",0.0,0.208,0.792,0.5859,0.0,0.592,0.408,0.9601
539857107,2017-11-10 00:00:00.000,5,Gorgeous,"Every orchid was breathtakingly beautiful - an easy walk through the garden. Plenty of benches - and the senior rate was 1 SD - 73 cents American. Walking through, around every curve of the path, another glorious sight. The garden is meticulously maintained. Every visitor to Singapore who loves flowers - a must see.",2017-11-01 00:00:00.000,Friends,2020-01-29 11:23:59.437,marilyns872,United States,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.0,1.0,0.6124,0.0,0.75,0.25,0.9403
404996371,2016-08-14 00:00:00.000,5,Gorgeous and Cool!,"Well, the enclosed gardens are cool. A welcome respite and very worth seeing. We walked from the Merlion Plaza - it's a bit of a hike in the heat; you might consider a cab, particularly if you want to spend any time in the outside gardens. I only regret we did not spend time here at night.",2016-08-01 00:00:00.000,Couples,2020-01-25 18:37:32.544,Wanderer1_12,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",0.0,0.132,0.868,0.7644,0.047,0.763,0.189,0.7474
393807458,2016-07-18 00:00:00.000,5,natural enough,"came alone with little food along with me and only one bottle drinks, without fully studying in advance,even that only one bottle of drink was rubbed by a monkey before I started my activity. so I did not drink one drop of water during the whole day travel._x000D_
its a good activity if not considering the water problem(there is none shops to buy anything inside the park, so do please prepare your food and drinks enough, and put them well in your bags not stolen by the moneys.:)",2016-06-01 00:00:00.000,Solo,2020-01-29 23:49:51.877,DAVIDLXW,China,MacRitchie Nature Trail,Nature & Wildlife,"MacRitchie Reservoir Park, Singapore 298717, Singapore",0.0,0.286,0.714,0.3612,0.022,0.848,0.131,0.841
376166719,2016-05-24 00:00:00.000,5,must see,"very well planned and gives us a glimpse of all the birds of these region, and natural habitate is provided and all the information is well displayed, the tram provides good access to all the areas",2016-05-01 00:00:00.000,Friends,2020-01-29 18:02:27.939,rschahal,India,Jurong Bird Park,Nature & Wildlife,"2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",0.0,1.0,0.0,0.0,0.0,0.753,0.247,0.8476
495141519,2017-06-22 00:00:00.000,5,Beautiful orchids,A paradise for orchids lovers. Lots of different types of variety of orchids are grow here. Many colors and breed. It cost $5 per adult. Worth your time walking here. Spend some time at botanical garden.,2017-06-01 00:00:00.000,Family,2020-01-29 10:32:10.923,MaySpecial,United States,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",0.0,0.204,0.796,0.5994,0.0,0.771,0.229,0.8591
417014958,2016-09-11 00:00:00.000,3,A nice zoo,"The Singapore zoo is nice and shows many different animals. They have often quite some space, sometimes it seems a bit small.",2016-08-01 00:00:00.000,Couples,2020-01-26 12:52:38.795,Tom W,Indonesia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",0.0,0.263,0.737,0.4215,0.0,0.877,0.123,0.4215
419352465,2016-09-17 00:00:00.000,3,Well planned and attractive,"Not nearly as impressive as the cloud forest but if you buy a combo ticket then worth having a look. If buying tickets separately then maybe give this one a miss, it's not that special",2016-08-01 00:00:00.000,Family,2020-01-30 00:39:39.901,martinbeardmore,United Kingdom,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",0.0,0.286,0.714,0.6124,0.179,0.757,0.064,-0.5086
348654876,2016-02-18 00:00:00.000,5,Botanical Gardens the best in the world,"Using the ""Hop on hop off""bus we visited these magnificent gardens which are some of the best I have seen in the world. So clean and tidy with beautifully laid out lawns, lakes and plants. A day could be spent wandering around though we could only afford ourselves a couple of hours before continuing our bus tour of Singapore.",2015-11-01 00:00:00.000,Couples,2020-01-26 10:49:36.843,SydneyJedda,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",0.0,0.588,0.412,0.6369,0.0,0.779,0.221,0.9412
682808629,2019-06-20 00:00:00.000,5,A Must Do,"This is a must see in Singapore._x000D_
_x000D_
Located at fort canning park._x000D_
_x000D_
$20 per adult goes for 1hour 15 minutes with a guide._x000D_
_x000D_
It tell the story of the last few days of ww2 and the fall of Singapore._x000D_
_x000D_
Only down part you can take pics inside.",2019-06-01 00:00:00.000,Solo,2020-01-30 04:51:30.692,Frank M,Australia,Battlebox,"Art, History & Culture","2 Cox Terrace | Fort Canning Park, Singapore 179622, Singapore",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
514518815,2017-08-18 00:00:00.000,4,Routine tourist must take photos,"It is Singapore's icon, the Merlion! Usually if you bring someone that never been in Singapore this is a place that they must visit to make the visit complete._x000D_
_x000D_
When I brought friends last February the Merlion was underworked , but they prepared the smaller Merlion on the other side._x000D_
_x000D_
But in general, from this place you can take all iconic pictures of Singapore like the Singapore national museum which is pretty elegant , the Fullerton hotel building, Art Science museum, OCBC center, Marina Sands hotel, etc. Because this is a huge open spaces that you can take every angle of iconic buildings in Singapore._x000D_
_x000D_
So if you are rush, come to this place and take all of Singapore iconic buildings !",2017-02-01 00:00:00.000,Friends,2020-01-30 02:15:51.476,Snoopy900,Singapore,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",0.0,1.0,0.0,0.0,0.0,0.852,0.148,0.9619
532177720,2017-10-12 00:00:00.000,4,Why not,"If you are in Paris as a tourist, walking around Eiffel tower, you have to climb it. The same applies to Supertree Grove if you are strolling in Gardens by the Bay._x000D_
_x000D_
It is a short bridge, but quite interesting. It can be funny looking at some people afraid of heights (unless you are one of them)._x000D_
_x000D_
The visit is not a must, but why not if you are already there? Pay the ticket just next to the tree and take the lift up. Otherwise you will regret afterwards when you tell your friends that you have pictures of the tree only from below._x000D_
_x000D_
Ok, you flew half the world to Singapore. Next, go and buy tickets to the domes.",2017-02-01 00:00:00.000,Solo,2020-01-29 18:42:37.382,favictor,Brazil,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",0.0,1.0,0.0,0.0,0.04,0.85,0.11,0.8883
464894671,2017-03-06 00:00:00.000,5,Nice!...,Worth to visit after visiting other attractions.. The weather was not cooperative though but it's worth it..,2017-03-01 00:00:00.000,Solo,2020-01-30 02:07:31.211,PeterJohnPaulC,Thailand,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",0.0,1.0,0.0,0.0,0.0,0.798,0.202,0.4215
