REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
695784607,2019-08-05 00:00:00.000,4,Iconic place in Singapore. Never miss it when in Singapore,Very crowded place. Try to visit this place early in the morning to take good pictures. Too many tourist because it's the Iconic place in Singapore. Never miss it when in Singapore.,2019-08-01 00:00:00.000,Solo,2020-01-30 02:04:13.388,Nusayb,Bangladesh,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",crowd place try visit place early morning take good picture many tourist iconic place singapore never miss singapore
410399599,2016-08-25 00:00:00.000,5,Highlight of our trip to Sigaore,We just loved visiting this site... it's totally worth going even if you are there for a short visit...Highly recommending it.,2016-08-01 00:00:00.000,Family,2020-01-25 15:59:12.493,MaryamBerglehner,United Arab Emirates,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",love visit site totally worth go even short visithighly recommend
367039907,2016-04-25 00:00:00.000,5,Excellent place for family,Me and my son loves the zoo... We have been going at least once a month and have love every single... My son especially loves Gambir the elephant and the shows as well... Staff is always friendly and willing to help. A must if your coming to Singapore for a visit!,2015-08-01 00:00:00.000,Family,2020-01-26 12:22:29.106,vigneswarana,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",son love zoo go least month love every single son especially love gambir elephant show well staff always friendly willing help must come singapore visit
645466312,2019-01-13 00:00:00.000,5,Picnic with friends,"Outside the downtown a garden with enough space to have and spend enjoying and funny time with friends._x000D_
The orchids garden section is always a pleasure to visit at any time of the year (i never miss it!!)_x000D_
Peaceful place compare to ""garden by the bay"".",2018-02-01 00:00:00.000,Friends,2020-01-26 11:13:49.401,arnauds606,France,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",outside downtown garden enough space spend enjoy funny time friendsxd orchid garden section always pleasure visit time year never miss xd peaceful place compare garden bay
400653072,2016-08-03 00:00:00.000,4,Went for the breakfast with the Orangutans,"Was a great experience with great food. The animals looked healthy. There were no bars to keep them in and a good variety. The only downfalls were more little shops selling drinks or maybe water fountains for the young or elderly. good they have a tram to travel around. Some more seats around the zoo is also needed. the commentary about the Orangutans should be completed after breakfast, so you could hear it instead of going to get food from the buffet. Wonderful to see monkeys traveling over head in the trees",2016-07-01 00:00:00.000,Family,2020-01-26 12:17:26.814,cassa2273,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",great experience great food animal look healthy bar keep good variety downfall little shop sell drink maybe water fountain young elderly good tram travel around seat around zoo also need commentary orangutan complete breakfast could hear instead go get food buffet wonderful see monkey travel head tree
535611614,2017-10-24 00:00:00.000,4,Canning Park,"Visited this park in the evening. It has quite a steep climb up to the main area of the park. The park is really vast & it will take you hours to cover up on foot but perfect for an evening walk. They do offer tours to the Battlebox, however we arrived just after the last tour. The tour is priced at SGD 18 for an Adult & are supposed to last a little over an hour.",2017-10-01 00:00:00.000,Friends,2020-01-30 09:39:26.199,Dale10,India,Fort Canning Park,Leisure & Recreation,"River Valley Rd, Singapore 179038, Singapore",visit park even quite steep climb main area park park really vast take hour cover foot perfect even walk offer tour battlebox however arrive last tour tour price sgd adult suppose last little hour
509212829,2017-08-06 00:00:00.000,5,Gardens by the bay with 3 kids,"This is a great place to visit. It is immaculately maintained and a great way to spend a few hours. Aside from the gardens themselves, there are so many other attractions within them or next to them. It does get very hot but there are plenty of places to find shelter or refreshment. I recommend coming in the evening and watching the light show in the trees, which is amazing and the kids loved it. THe shows start at 19:45 and 20:45 (check in case they change) but get there a good 10 or 15 minutes before as the area does fill up quick. Most people sit or lay on the ground to watch the show that lasts 15 minutes. You can also watch it from the tree walkway, which you have to pay to go up to. Make sure you also visit the Cloud Forest.",2017-08-01 00:00:00.000,Family,2020-01-25 15:26:03.360,rearcardoor,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",great place visit immaculately maintain great way spend hour aside garden many attraction within next get hot plenty place find shelter refreshment recommend come even watch light show tree amaze kid love show start check case change get good minute area fill quick people sit lay ground watch show last minute also watch tree walkway pay go make sure also visit cloud forest
343281498,2016-01-28 00:00:00.000,3,Please bring in healthier food options,Why can't you bring in Simply Wrapps or Salad Stop or Subway to the F&B operations at the zoo...inside and out. Right now there are no healthy food options inside or outside the zoo.,2015-12-01 00:00:00.000,Couples,2020-01-26 12:59:17.338,genevieve26,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",can not bring simply wrapps salad stop subway f b operation zooinside right healthy food option inside outside zoo
673315948,2019-05-12 00:00:00.000,4,Easy walking - do it!,So easy to get to from MRT station or buses. Walk around the bay area large flat well paved esplanade with a number of bars and eateries opposite the Marina Bay Sands. Very popular area.,2019-05-01 00:00:00.000,Couples,2020-01-29 23:03:11.324,Tracy W,New Zealand,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",easy get mrt station bus walk around bay area large flat well pave esplanade number bar eatery opposite marina bay sand popular area
595469993,2018-07-12 00:00:00.000,4,Try your luck,"The night safari by itself is a great idea and a brilliant place to visit. The problem is your luck: the animals may or may not be out. Most of the times they are lurking in the shadows, and even when they're out, the lighting isn't very bright._x000D_
_x000D_
We took the tram ride that took us throughout the park. There were tigers, bears, wolves, elephants, among others that we saw. But it was mostly luck, as I wrote earlier.",2018-06-01 00:00:00.000,Family,2020-01-30 14:51:20.498,bdgamer,Bangladesh,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",night safari great idea brilliant place visit problem luck animal may may not time lurk shadow even light not brightxd xd take tram ride take u throughout park tiger bear wolf elephant among others saw mostly luck write earlier
363594305,2016-04-12 00:00:00.000,5,What an amazing place!!!,"Beautiful place, worth to visit!!!!_x000D_
You cant feel like You are in the city! Sometimes You can feel like You are in the jungle!!!_x000D_
I loved especially Cloud Forest and Supertree Grove!!!! Supertree grove look spectacular especially during night time!!!!!_x000D_
You have to visit this place when You are in Singapore!!!",2016-03-01 00:00:00.000,Solo,2020-01-25 19:40:45.429,oziu77,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",beautiful place worth visitxd cant feel like city sometimes feel like junglexd love especially cloud forest supertree grove supertree grove look spectacular especially night timexd visit place singapore
471845593,2017-04-01 00:00:00.000,4,Fantastic,"Take your friends and family, enjoy the beauty of the gardens and how beautiful the waterfall and all attractions are there. Very informative, interesting, educational.",2016-11-01 00:00:00.000,Friends,2020-01-25 20:36:56.861,skibunnykerry,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",take friend family enjoy beauty garden beautiful waterfall attraction informative interest educational
546510260,2017-12-11 00:00:00.000,5,Well worth an evening visit,The professional light show in the gardens is a must when visiting Singapore. Suggest getting there early to secure a good vantage point.,2017-11-01 00:00:00.000,Couples,2020-01-25 17:34:11.632,rm934,Norway,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",professional light show garden must visit singapore suggest get early secure good vantage point
487295862,2017-05-24 00:00:00.000,4,Lots of artworks for art lovers to appreciate,Going to National Gallery without a fully charged powerbank is a mistake as there are many lovely artworks on display. Do note that there are always large groups of people who will not remember to turn off the flash on their camera and keep quiet while viewing the art pieces.,2017-02-01 00:00:00.000,Family,2020-01-30 13:06:47.662,Neith293,Singapore,National Gallery Singapore,"Art, History & Culture","1 St. Andrew's Road #01-01 National Gallery Singapore, Singapore 178957, Singapore",go national gallery without fully charge powerbank mistake many lovely artwork display note always large group people not remember turn flash camera keep quiet view art piece
420399860,2016-09-20 00:00:00.000,3,"Pretty, but better from the distance",I felt the area was too crowded and not much to do. The overall look is cool especially from the distance. Did not try the the bridge as the line was extremely long.,2016-09-01 00:00:00.000,Couples,2020-01-29 18:36:37.032,travelwithMelB,United States,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",felt area crowd not much overall look cool especially distance not try bridge line extremely long
419357327,2016-09-17 00:00:00.000,2,night trip,Not recommended. The animals tend to hide/sleep. The day zoo is far better than this. Almost the same animals are displayed in the night safari.,2016-07-01 00:00:00.000,Family,2020-01-30 15:08:14.638,mo a,Qatar,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",not recommend animal tend hidesleep day zoo far well almost animal displayed night safari
572223794,2018-04-09 00:00:00.000,4,Good for those who understand orchids.,It was a nice garden in national botanical gardens. We had some nice photos here but i guess Singapore is a city where you recollect the light and sound shows more than the natural orchids. The way that they decorate the garden is nice and the variety of orchids.,2018-04-01 00:00:00.000,Family,2020-01-29 10:29:39.772,AnandDNanavati,India,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",nice garden national botanical garden nice photo guess singapore city recollect light sound show natural orchid way decorate garden nice variety orchid
419866981,2016-09-18 00:00:00.000,4,cable car to sentosa island,"This is the cable car which takes you to Sentosa island, which is a theme park island, with an aquarium, water parks & a beach. We bought an unlimited cable car ticket, so we could visit both cable car lines as many times as we wanted! The views from the cable car are amazing of Sentosa. The tickets are moderately priced",2016-08-01 00:00:00.000,Family,2020-01-29 19:04:22.741,Haps101,United Kingdom,Singapore Cable Car,Leisure & Recreation,"109 Mount Faber Road Faber Peak, Singapore 099203, Singapore",cable car take sentosa island theme park island aquarium water park beach bought unlimited cable car ticket could visit cable car line many time want view cable car amaze sentosa ticket moderately price
345304826,2016-02-06 00:00:00.000,4,Beautiful space,"An amazing vision of gardens and indoor created environments. The cloud dome is a treat, walking down through mountain vegetation. The flower dome a vision of colour with plants from across the world",2016-01-01 00:00:00.000,Solo,2020-01-25 19:42:49.398,amyawollongong,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",amaze vision garden indoor create environment cloud dome treat walk mountain vegetation flower dome vision colour plant across world
636500661,2018-11-29 00:00:00.000,5,Definitely worth it!!,"Well this a good experience, definitely worth it. the place also has an indian restaurant. The animals you see during the safari may not be very rare but with the slow-moving tram in the darkness of the jungle makes it all very exciting. overall a must-do!! Also dont miss the creatures of the shadow show after the night safari..",2018-11-01 00:00:00.000,Family,2020-01-30 14:46:36.833,AVerma88,India,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",well good experience definitely worth place also indian restaurant animal see safari may not rare slow move tram darkness jungle make excite overall must also dont miss creature shadow show night safari
554973349,2018-01-20 00:00:00.000,5,Memorable visit,This is definitely one of the top attractions of Singapore. The bird park has so much diversity in the birds they have. I remember going for the parrot and the vulture shows. It was amazing,2017-12-01 00:00:00.000,Family,2020-01-29 17:33:20.951,Roshan G,United Arab Emirates,Jurong Bird Park,Nature & Wildlife,"2 Jurong Hill Jurong Bird Park, Singapore 628925, Singapore",definitely one top attraction singapore bird park much diversity bird remember go parrot vulture show amaze
485297143,2017-05-18 00:00:00.000,5,Botanical beauty,"We walked through this beautiful, well preserved garden. So peaceful with good signage along the way . Well connected by MTR and taxi services and by bus also. There is no sign of the hustle and bustle around . There is a lovely cafe called the Bees Knees serving yummy snacks, tea and coffee and cold beverages.",2017-05-01 00:00:00.000,Couples,2020-01-26 10:32:02.876,Isobel B,India,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",walk beautiful well preserve garden peaceful good signage along way well connect mtr taxi service bus also sign hustle bustle around lovely cafe call bee knee serve yummy snack tea coffee cold beverage
451918677,2017-01-14 00:00:00.000,5,Beautiful and progressive.,"I visited the gardens twice, once late at night (it's open late) and a second time to visit the cloud forest._x000D_
_x000D_
The supertrees are imposing and mesmerising in their colour changes and their eco friendly design is explained underneath._x000D_
_x000D_
The cloud forest was a stunning mix of modern architecture filled with lush greenery and a waterfall. Definitely go visit!",2017-01-01 00:00:00.000,Couples,2020-01-25 18:18:16.563,Rachello82,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit garden twice late night open late second time visit cloud forestxd xd supertrees impose mesmerise colour change eco friendly design explain underneathxd xd cloud forest stun mix modern architecture fill lush greenery waterfall definitely go visit
666686414,2019-04-15 00:00:00.000,5,get your cameras ready !,"once the capsule is at the peak, be prepared to take some pictures because the view is excellent. worth trying at least once if u are in sg",2018-07-01 00:00:00.000,Friends,2020-01-28 12:31:17.052,samcookieee,Malaysia,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",capsule peak prepared take picture view excellent worth try least u sg
428117513,2016-10-15 00:00:00.000,3,Nocturnal,If you want to see animals sleeping go here! Uhhm why are they sleeping?!? Animals are tired i guess :(,2015-12-01 00:00:00.000,Family,2020-01-30 15:07:39.438,4leej,Singapore,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",want see animal sleep go uhhm sleep animal tire guess
437889093,2016-11-17 00:00:00.000,4,Interesting features,Large area of planting sectioned into different continents with many larger than life statues off animals. A very interesting and lovely place to walk around.,2016-11-01 00:00:00.000,Solo,2020-01-30 01:05:37.373,Avril84,United Kingdom,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",large area plant section different continent many large life statue animal interest lovely place walk around
691567944,2019-07-22 00:00:00.000,5,Big Ol' naked baby,"Of course there isn't just one naked baby, but it was the thing that stood out in my mind. I loved to light show - saw it twice - and the overall feel of the place. Would recommend as a must to anyone that is visiting Singapore.",2019-07-01 00:00:00.000,Friends,2020-01-25 20:01:04.076,BigChrisKenney,China,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",course not one naked baby thing stood mind love light show saw twice overall feel place would recommend must anyone visit singapore
548240343,2017-12-20 00:00:00.000,5,Unique and wonderful experience,"Together with the Bay Gardens and the Cloud Forest, this completes a very special and unique trio of attractions. The sheer size and the designs of the various layouts make this a very pleasant way to spend a complete day. Do not rush - take your time - the experience offers a fantastic opportunity to view plants in a very new and different way and allows for great photo's.",2017-11-01 00:00:00.000,Couples,2020-01-30 00:50:40.747,Clive Z,United Kingdom,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",together bay garden cloud forest completes special unique trio attraction sheer size design various layout make pleasant way spend complete day not rush take time experience offer fantastic opportunity view plant new different way allows great photo
448250669,2017-01-01 00:00:00.000,5,Beautiful Orchids in Botanic Gardens,"A pleasant and attractive few hours can be spent viewing the selection of orchids, some which are unique and very colourful. Good for adults and children with plenty of exercise on well planned paths. Can be busy and hot",2016-12-01 00:00:00.000,Family,2020-01-29 10:34:08.627,Ktwomey43,China,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",pleasant attractive hour spent view selection orchid unique colourful good adult child plenty exercise well plan path busy hot
351105743,2016-02-26 00:00:00.000,3,Look but don't eat there.,"We walked on from Clarke Quay to Boat Quay looking for a good Chinese meal and walked the whole length. They are basically all the same so be prepared to be ripped-off. Eventually we chose one and had two simple dished and a shared bowl of rice + 2 beers, Â£70. They even charged us for the saucer of peanuts and hand fresh towels. Walk on to the end and go to the Penny Black English pub much better.",2016-01-01 00:00:00.000,Couples,2020-01-30 14:15:02.335,ZenSenior,United Kingdom,Boat Quay,Precinct & Street,"1 Bonham Street Uob Building, Singapore 049782, Singapore",walk clarke quay boat quay look good chinese meal walk whole length basically prepared ripped eventually chose one two simple dish share bowl rice beer even charge u saucer peanut hand fresh towel walk end go penny black english pub much well
558735574,2018-02-06 00:00:00.000,5,Great atmosphere,"So much to see, we returned for a second day of shopping. Bought lots of souvenirs. Many choices for food. We toured the large temple, and because my shoulders were bare, I was required to borrow one of their shawls (it was beautiful inside).",2017-10-01 00:00:00.000,Couples,2020-01-30 12:09:14.924,OlyCat58,United States,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",much see return second day shopping bought lot souvenir many choice food tour large temple shoulder bare require borrow one shawl beautiful inside
595931526,2018-07-14 00:00:00.000,5,On top of the world,Breathtakingly beautiful. You will be in ore. Very comfortable inside. You will not know where to look first.,2018-06-01 00:00:00.000,Friends,2020-01-29 12:58:28.136,Moya P,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",breathtakingly beautiful ore comfortable inside not know look first
406516359,2016-08-17 00:00:00.000,5,"Very informative & compact ""zoo""","Actually not a very big area. You follow a fixed route and you'll see everything along the way._x000D_
May be crowded at times, but generally ok._x000D_
All exhibits are well labelled and you cant go wrong._x000D_
Personally, I enjoyed the cruise around the lake. But the Amazon river ride was disappointing with many animals not sighted at all and the short ride.",2016-08-01 00:00:00.000,Family,2020-01-30 03:53:30.948,LEC_Singapore,Singapore,River Safari,Nature & Wildlife,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826, Singapore",actually not big area follow fix route see everything along wayxd may crowd time generally okxd exhibit well label cant go wrongxd personally enjoy cruise around lake amazon river ride disappoint many animal not sight short ride
383097059,2016-06-16 00:00:00.000,5,Amazing!,"Gardens by the bay is something out of this world. The super trees were so neat and massive! The whole park itself is free to walk around in, only have to pay to go into the gardens. Its a close walk from Mariana Bay area._x000D_
_x000D_
Tip: Visit during the day and also at night to view the night show, very cool",2016-06-01 00:00:00.000,Couples,2020-01-25 18:44:30.246,michellemM8284HY,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden bay something world super tree neat massive whole park free walk around pay go garden close walk mariana bay areaxd xd tip visit day also night view night show cool
442982299,2016-12-09 00:00:00.000,4,I suppose it is the place you have to say you have been to,It clean and it is the place that everyone says they have been to in Singapore its worth it just to say you have been there,2016-11-01 00:00:00.000,Family,2020-01-30 01:42:39.889,SilverBack4,Australia,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",clean place everyone say singapore worth say
353782170,2016-03-08 00:00:00.000,5,Excellent,We coundnt stop to go around such a beatiful area. It is highly recommended during the day and also after sunset. All those skyscrapers in lights.,2016-03-01 00:00:00.000,Couples,2020-01-29 23:21:31.246,Heldus,Czech Republic,Marina Bay,Precinct & Street,"Marina Boulevard, Singapore 018980, Singapore",coundnt stop go around beatiful area highly recommend day also sunset skyscraper light
563442019,2018-03-01 00:00:00.000,5,An introduction to rainforests,"Considering Singapore lies in the heart of the tropics, in an area known for its rainforests, itâ€™s hardly surprising that an important section of the Gardens by the Bay should be devoted to rainforests. This is a massive greenhouse called the Cloud Forest. We entered this when it was already getting dark, and therefore couldnâ€™t appreciate the flowers as well as we perhaps would have been able to had we reached during daylight hours._x000D_
_x000D_
The first sight that greets you when you enter is a high waterfall (the tallest indoor one in the world). From beyond this, elevators rise several stories to the top, bringing you out at the top of the waterfall. Here, once youâ€™ve admired the view from the top, you can start going downâ€”through a series of walkways that coil around the â€˜mountainâ€™ that forms the basis of the forest. At each level, there is some explanatory text to show how rainforests survive and what they consist of, what are their features, and so on. More than that, of course, there are the plants and trees themselves. Orchids, especially, are in profusion here._x000D_
_x000D_
Among the noteworthy sections in the Cloud Forest are the Crystal Mountain (which showcases crystals, the mining of which is a factor in the decimation of rainforests) and the Secret Garden, which is a recreation of a Jurassic era landscape, including miniature orchids so tiny that they are displayed behind carefully placed magnifying glasses!_x000D_
_x000D_
The ground floor of Cloud Forest houses a souvenir shop which includes, besides postcards and the like, some very pretty mementoes crafted from flowers and foliageâ€”especially tiny magenta orchidsâ€”from the gardens._x000D_
_x000D_
The ticket for Cloud Forest is included in the entry fee for the Flower Dome, so hang on to it if you want to see both sights.",2018-01-01 00:00:00.000,Family,2020-01-29 11:40:40.649,MadhulikaL4,India,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",consider singapore lie heart tropic area know rainforest itatms hardly surprising important section garden bay devote rainforest massive greenhouse call cloud forest enter already get dark therefore couldnatmt appreciate flower well perhaps would able reach daylight hoursxd xd first sight greets enter high waterfall tallest indoor one world beyond elevator rise several story top bring top waterfall youatmve admire view top start go downathrough series walkway coil around mountainatm form basis forest level explanatory text show rainforest survive consist feature course plant tree orchid especially profusion herexd xd among noteworthy section cloud forest crystal mountain showcase crystal mining factor decimation rainforest secret garden recreation jurassic era landscape include miniature orchid tiny displayed behind carefully place magnify glassesxd xd ground floor cloud forest house souvenir shop include besides postcard like pretty memento craft flower foliageaespecially tiny magenta orchidsafrom gardensxd xd ticket cloud forest include entry fee flower dome hang want see sight
688569235,2019-07-11 00:00:00.000,4,Worth a visit! ðŸ‘ŒðŸ’•,"Gardens by the bay is really awesome and it was worth a visit. You can watch the tree lights show for FREE. It was a great evening show, my friend and I really enjoyed it. If I'll be going back in SG again, I would love to visit here and watch the evening show with my family._x000D_
_x000D_
Flower dome and forest cloud are still good to visit for first timer in SG. Entrance fee was a bit pricey for me, but glad that we booked our tickets in Klook with discounted rates. Just go there earlier so you can have a lot of time looking around the places. There are different variety of plants and flowers in the flower dome and forest cloud which were really stunning. Domes are air-conditioned, you can roam around the place in a hassle freeway.",2018-09-01 00:00:00.000,Friends,2020-01-25 20:01:20.033,jheni1210,Philippines,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden bay really awesome worth visit watch tree light show free great even show friend really enjoy go back sg would love visit watch even show familyxd xd flower dome forest cloud still good visit first timer sg entrance fee bit pricey glad book ticket klook discount rate go earlier lot time look around place different variety plant flower flower dome forest cloud really stun dome air condition roam around place hassle freeway
632602222,2018-11-11 00:00:00.000,5,Superb,The gardens are superb great during the day but amazing to see the light show in the evening it was truly magnificent and very well done canâ€™t fault it and would highly recommend people to take the time to visit,2018-10-01 00:00:00.000,Couples,2020-01-25 16:56:53.559,796HeatherB,United Kingdom,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden superb great day amaze see light show even truly magnificent well do canatmt fault would highly recommend people take time visit
451361626,2017-01-12 00:00:00.000,5,Serenity,What a gem in the middle of busy Singapore. The Botanic Gardens have been Heritage listed and once you have spent the day there you will understand why. The Orchids are world class. The entire garden setup is stunningly beautiful. Easy to get to by MRT just outside the main gate. Throughly recommend making this a must do when visiting Singapore,2017-01-01 00:00:00.000,Couples,2020-01-26 10:37:52.939,bernie47801,Indonesia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",gem middle busy singapore botanic garden heritage list spent day understand orchid world class entire garden setup stunningly beautiful easy get mrt outside main gate throughly recommend make must visit singapore
595134169,2018-07-11 00:00:00.000,4,Light show spectacular,Stay for the night light/music show absolutely spectacular. Get there early as it is very busy. There is lots to see that is free and the walk along the bay is lovely,2018-07-01 00:00:00.000,Couples,2020-01-25 17:08:57.509,carts60,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",stay night lightmusic show absolutely spectacular get early busy lot see free walk along bay lovely
617458749,2018-09-18 00:00:00.000,5,Absolutely must!,"Have to visit! It is incredible!_x000D_
_x000D_
Both Flower Dome and Cloud Forest. Tickets can but anywhere - airport, hotels, entrance ticket office (better buy before)._x000D_
_x000D_
Recommend to visit twice - day and night._x000D_
_x000D_
Night also have light show where Super trees located. 7.45 and 8.45. This one - no need tickets._x000D_
_x000D_
Try to avoid weekend if possible - many people. During week not that many.",2018-09-01 00:00:00.000,Business,2020-01-25 19:46:13.299,Alex3004,China,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",visit incrediblexd xd flower dome cloud forest ticket anywhere airport hotel entrance ticket office well buy xd xd recommend visit twice day nightxd xd night also light show super tree locate one need ticketsxd xd try avoid weekend possible many people week not many
564987056,2018-03-07 00:00:00.000,5,Iconic location of Singapore,"As a symbol of Singapore, a must visit place. Beautiful and majestic. Just walked around on the bay to sky tower. Totally scenic on a evening",2017-05-01 00:00:00.000,Family,2020-01-30 01:37:05.603,SundaraMoorthi79,India,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",symbol singapore must visit place beautiful majestic walk around bay sky tower totally scenic even
725477896,2019-11-10 00:00:00.000,5,Glass garden,Largest air conditioned glass greenhouse in the world. Innovative design with large number of exotic flowers,2018-12-01 00:00:00.000,Friends,2020-01-30 01:09:27.233,ReyanshTravellerLove,India,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",large air condition glass greenhouse world innovative design large number exotic flower
669915729,2019-04-28 00:00:00.000,5,Well!,I was told to visit this place by a friend and glad I listened. It was a warm day and fortunately there were shade trees everywhere. I enjoyed the hard work and care put into the garden. An absolutely beautiful place.,2019-04-01 00:00:00.000,Solo,2020-01-26 10:53:21.433,Honeypleez,United States,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",told visit place friend glad listen warm day fortunately shade tree everywhere enjoy hard work care put garden absolutely beautiful place
637448290,2018-12-04 00:00:00.000,5,Nature and technology at their best,"Such a beautiful garden, l have never seen anything like this! The atmosphere was great. The people are so humble and friendly â¤",2018-12-01 00:00:00.000,Couples,2020-01-25 16:54:51.542,biancamL3676PW,South Africa,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",beautiful garden l never see anything like atmosphere great people humble friendly
382043045,2016-06-13 00:00:00.000,5,Amazing! Totally happy I went,"I have been meaning to get to Gardens by the Bay for some time and by chance was out walking around the marina and popped in. So happy I did. It cost SGD16 to get into the Cloud Forest but is so worth it. It's all air-conditioned and the plants/flowers on display are amazing. You walk in to the bottom of a waterfall and then catch a lift up to the top. Every 2 hours they produce mist which cover the mountain, it's a sight to behold. There is a walkway you can use to walk all around the mountain, I am not keen on heights but still pushed myself through it twice. Once when the mist was happening and once prior. I would definitely recommend to anyone travelling to Singapore.",2016-06-01 00:00:00.000,Solo,2020-01-29 12:50:02.482,peteonholiday,Australia,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",meaning get garden bay time chance walk around marina popped happy cost sgd get cloud forest worth air condition plantsflowers display amaze walk bottom waterfall catch lift top every hour produce mist cover mountain sight behold walkway use walk around mountain not keen height still push twice mist happen prior would definitely recommend anyone travel singapore
343706311,2016-01-30 00:00:00.000,5,BOTANIC GARDENS,This is an ideal picnic spot in the heart of the city with lush greenery and lakes. It's really green and peaceful..There are some live orchestra shows which happens here but you need to check the timings in advance...,2015-12-01 00:00:00.000,Friends,2020-01-26 11:28:09.029,diasjulius1234,India,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",ideal picnic spot heart city lush greenery lake really green peacefulthere live orchestra show happens need check timing advance
