Unnamed: 0,REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text,Topic
20027,563527403,2018-03-01 00:00:00.000,4,Busy but so pretty,"The busiest part of the botanical gardens and the only part you need to pay for._x000D_
Beautiful flowers but crowded in places, liked the celebrity gRden part where you can see the new orchards named after famous people who have visited. I wonder if they match the orchid to the person? David CameronÃ¢â‚¬â„¢s was dull and complacent looking!",2018-02-01 00:00:00.000,Family,2020-01-29 10:30:10.383,Deborah M,United Kingdom,National Orchid Garden,Leisure & Recreation,"1 Cluny Rd | Within the Singapore Botanic Gardens, Singapore 259569, Singapore",busiest part botanical garden part need pay forxd beautiful flower crowd place like celebrity grden part see new orchard name famous people visit wonder match orchid person david cameronatms dull complacent look,Garden Tour
4058,672303666,2019-05-08 00:00:00.000,5,Wonderful grounds for an evening walk,"Recently walked with friends at Gardens by the Bay and twirled around Shenton Way and all the way back to the City Hall area_x000D_
Started at 6:30 and ended at about 8:45_x000D_
Covered over 10,000 steps and it was a most wonderful evening walk and caught some performances at The Central area as well_x000D_
Great and healthy way to spend the evening",2019-05-01 00:00:00.000,Friends,2020-01-25 20:03:22.122,Guts19,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",recently walk friend garden bay twirl around shenton way way back city hall areaxd start end xd cover step wonderful even walk caught performance central area wellxd great healthy way spend even,Garden Tour
9976,631787116,2018-11-08 00:00:00.000,5,Must See,The light show is free and is easy to access from Marina Bay Sands. For a place to sit come 30-40 minutes before the show as it gets pretty busy.,2018-10-01 00:00:00.000,Couples,2020-01-29 18:21:02.088,JustinFree08,United States,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",light show free easy access marina bay sand place sit come minute show get pretty busy,Garden Tour
45092,420022757,2016-09-19 00:00:00.000,5,Stunning day & night,"Excellent . $25 to go into the Cloud forest & Flower Dome absolutely worth it , I was gobsmacked! Went back again for the evening light show ( free) which was spectacular. The super trees are amazing & do go up in the lift to do the sky walk between the trees, amazing views l'm scarred of heights!",2016-09-01 00:00:00.000,Family,2020-01-25 15:56:51.000,Susan R,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",excellent go cloud forest flower dome absolutely worth gobsmacked go back even light show free spectacular super tree amaze go lift sky walk tree amaze view lm scar height,Garden Tour
61942,646638129,2019-01-17 00:00:00.000,5,An interesting visit,ItÃ¢â‚¬â„¢s an interesting place to visit with local restaurants all touting their food.I would go for a look but eat at a hawkers market as the value and quantity is better.,2018-11-01 00:00:00.000,Couples,2020-01-30 11:59:27.092,j0b28,Australia,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",itatms interest place visit local restaurant tout foodi would go look eat hawker market value quantity well,Shopping and Restaurant
98295,470839726,2017-03-28 00:00:00.000,5,A Wonderful Surprise,"Was invited to visit the place with my colleagues and friend to discuss on a charitable project. Never expected myself to walk into a museum. Was warmly invited in by Alvin and to my Wonderful Surprise, I found myself engulfed in a rich collection of Peranakan antiques and collectibles. The interior's facade and decors are thoughtfully maintained which takes a lot of dedication. This Gem is definitely worth a visit and it was an honour to have met Alvin!",2017-03-01 00:00:00.000,Friends,2020-01-30 16:05:10.546,edenyc,Singapore,The Intan,"Art, History & Culture","69 Joo Chiat Terrace, Singapore 427231, Singapore",invite visit place colleague friend discus charitable project never expect walk museum warmly invite alvin wonderful surprise found engulfed rich collection peranakan antique collectible interior facade decor thoughtfully maintain take lot dedication gem definitely worth visit honour met alvin,Artwork Quality
77287,657284921,2019-03-09 00:00:00.000,5,Zoo has expanded since my last visit.,"We went to have breakfast with the OrangUtangs which proved to be a good introduction to the Zoo. The White Tigers are certainly worth the visit, living in an almost natural habitat.",2019-03-01 00:00:00.000,Family,2020-01-26 11:34:14.016,Allan C,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",go breakfast orangutang prove good introduction zoo white tiger certainly worth visit living almost natural habitat,Interaction with Animals
27629,520420633,2017-09-02 00:00:00.000,5,Really cool experience,Loved walking around the cloud forest. It feels a little bit like Avatar on the highest platform when the mist is on. Well done Singapore!,2017-08-01 00:00:00.000,Couples,2020-01-29 12:22:17.893,AmMoNZ,China,Cloud Forest,Leisure & Recreation,"18 Marina Gardens Drive | 18 Marina Gardens Drive, Singapore 018953, Singapore",love walk around cloud forest feel little bit like avatar high platform mist well do singapore,Garden Tour
20900,559587843,2018-02-10 00:00:00.000,5,Good views of the Bay area,One thing about Singapore is that you can walk everywhere & this promenade has some spectacular views across the bay.,2018-01-01 00:00:00.000,Couples,2020-01-30 06:27:37.733,Wendy H,United Kingdom,Waterfront Promenade,Leisure & Recreation,"Singapore, Singapore",one thing singapore walk everywhere promenade spectacular view across bay,Garden Tour
34048,475671242,2017-04-15 00:00:00.000,5,Incredible experience,I was extremely impressed with Gardens by the Bay. I toured the gardens and visited both of the huge domes. These are wonderful! I also liked the Super Trees and attended the light show during the evening. I highly recommend this.,2017-04-01 00:00:00.000,Solo,2020-01-25 19:29:55.879,Charles J,United States,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",extremely impressed garden bay tour garden visit huge dome wonderful also like super tree attend light show even highly recommend,Garden Tour
76397,695338334,2019-08-04 00:00:00.000,4,Best zoo,One of the best zoos. I have visited. Quite a range of animals to see. I have visited many zoos in other countries and this is quite extensive,2019-08-01 00:00:00.000,Couples,2020-01-26 12:29:16.247,lucasng29,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",one best zoo visit quite range animal see visit many zoo country quite extensive,Interaction with Animals
78941,616474263,2018-09-14 00:00:00.000,5,Our favourite attraction,"I'm sure I've already done this review & it's disappeared, come on own up who took it? OK try again._x000D_
_x000D_
We were both really looking forward to our visit to Singapore Zoo, it rained ever so slightly to begin with but it wasn't a problem as there was shelter. I couldn't understand some reviews that said that there wasn't, or that it was a long way from one enclosure to another, I didn't find this to be the case. We paid extra $5 for the unlimited tram rides just in case, but it was well worth it just for the novelty & ideal to rest young & old legs, but not really necessary. It's the best zoo I've ever been to, & you can get great photos of all the animals without cages or bars ruining it. The animals looked fit & healthy too. As much as I love the zoo, I still struggle with the out in the wild thing too. I loved the giraffe, hippo, tigers, lions, meerkats, reptiles, monkeys Ã¢â‚¬Â¦. but the orangutan always steals my heart. The animals all put on the performance of a lifetime, & we got great photos & video footage of their poses & antics. Shame about the elephant show, it was absolutely packed, so get there early if you want front row seats. I would've preferred to see them without all the fuss, although I understand that some people enjoy this, perhaps the elephants do too. We had a fantastic time & spent about 5 hours here, & took away many souvenirs too. If it's the only thing you do in Singapore, make it this!",2018-09-01 00:00:00.000,Couples,2020-01-26 12:34:38.746,DeuceWooo,United Kingdom,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",sure already do review disappear come take ok try againxd xd really look forward visit singapore zoo rain ever slightly begin not problem shelter could not understand review say not long way one enclosure another not find case paid extra unlimited tram ride case well worth novelty ideal rest young old leg not really necessary best zoo ever get great photo animal without cage bar ruin animal look fit healthy much love zoo still struggle wild thing love giraffe hippo tiger lion meerkat reptile monkey orangutan always steal heart animal put performance lifetime get great photo video footage pose antic shame elephant show absolutely packed get early want front row seat would prefer see without fuss although understand people enjoy perhaps elephant fantastic time spent hour take away many souvenir thing singapore make,Interaction with Animals
38782,454618850,2017-01-25 00:00:00.000,5,LOVED IT WOWWWW,Loved the gardens by the bay what a fantastic place ...loved going to the top of the water falls and the views are amazing ...loved the gardens from different countries and the orchid display is wowww defiantly going back,2016-12-01 00:00:00.000,Couples,2020-01-25 18:16:54.660,Mary M,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",love garden bay fantastic place love go top water fall view amaze love garden different country orchid display wowww defiantly go back,Garden Tour
31404,491039239,2017-06-06 00:00:00.000,4,"Unwind, Relax and Eat chili crab.. yummy.","A nice stop to enjoy sea breeze while in Singapore. Here you can have lunch or dinner through the numerous satay stands and sea food stalls which you can pick variety of dishes. Several activities are also available like biking, wake boarding or you can just take a nice walk along the park or in the beach front._x000D_
_x000D_
Surely I will return for the yummy chili crab while having a bottle of refreshment.",2017-06-01 00:00:00.000,Friends,2020-01-30 06:17:57.990,adriant247,Singapore,East Coast Park,Leisure & Recreation,"Along East Coast Parkway and East Coast Park Service Road, Singapore 455486, Singapore",nice stop enjoy sea breeze singapore lunch dinner numerous satay stand sea food stall pick variety dish several activity also available like biking wake boarding take nice walk along park beach frontxd xd surely return yummy chili crab bottle refreshment,Garden Tour
16570,580955076,2018-05-18 00:00:00.000,5,Must do,Did this on my first day. Found it very well organised and took about 45 mins to complete. The ease and grace viewing the island was simply mind boggling.,2018-05-01 00:00:00.000,Solo,2020-01-28 12:22:46.645,ComtedeBeaujolais,Australia,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",first day found well organise take min complete ease grace view island simply mind boggling,Garden Tour
57384,347783848,2016-02-15 00:00:00.000,5,Peace and tranquillity,Didn't take long to go round this park but it's very nice and peaceful and you have a metro station right at it some nice buildings and statues you will get some nice photos and there's a section if you are into knowing what Chinese animal you were born under as there's a stone statue of each animal of the zodiac with the relative years on them,2016-02-01 00:00:00.000,Friends,2020-01-30 05:51:29.020,trom668,United Kingdom,Chinese and Japanese Gardens,Leisure & Recreation,"1 Chinese Garden Road Chinese Garden, Singapore 619795, Singapore",didnt take long go round park nice peaceful metro station right nice building statue get nice photo section know chinese animal born stone statue animal zodiac relative year,Garden Tour
35595,469583198,2017-03-23 00:00:00.000,4,A wonderful park,Worth a walk around to enjoy this lovely environment. The tropical trees and plants are beautiful and the park is very neatly manicured.,2017-03-01 00:00:00.000,Friends,2020-01-30 09:39:34.432,MelissaR6,Australia,Fort Canning Park,Leisure & Recreation,"River Valley Rd, Singapore 179038, Singapore",worth walk around enjoy lovely environment tropical tree plant beautiful park neatly manicure,Garden Tour
74547,357029446,2016-03-20 00:00:00.000,5,WONDERFUL ECCLETIC CHINATOWN,"We have been here before but came back again to visit the Buddhist temple. This is an enormous hustling and bustling area full of wonderful colours. The shops sells some of the best Chinese chopsticks, bowls and souvenirs outside of China. But the highlight is the temple which stands serene among the crowds.",2016-02-01 00:00:00.000,Couples,2020-01-30 12:30:09.473,nomadic_10,United Kingdom,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",come back visit buddhist temple enormous hustle bustling area full wonderful colour shop sell best chinese chopstick bowl souvenir outside china highlight temple stand serene among crowd,Shopping and Restaurant
91300,704189003,2019-08-29 00:00:00.000,5,Good day out if raining,"Great place to visit, especially if rain stops you visiting other sites of interest. Many unusual exhibits.",2019-08-01 00:00:00.000,Couples,2020-01-30 13:08:37.084,smartcottage,United Kingdom,National Gallery Singapore,"Art, History & Culture","1 St. Andrew's Road #01-01 National Gallery Singapore, Singapore 178957, Singapore",great place visit especially rain stop visit site interest many unusual exhibit,Artwork Quality
68538,477827297,2017-04-22 00:00:00.000,5,Enjoyable,"We really enjoy visiting China Town every time we visit Singapore. It is easy to get there and the shop keepers are very helpful and friendly. We picked up some great bargains and souvenirs when we visited this time. Also found a great restaurant where we had lunch on two occasions. Will definitely visit again._x000D_
John & Gail Laney",2017-02-01 00:00:00.000,Couples,2020-01-30 12:16:24.725,GailLaney,Australia,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",really enjoy visit china town every time visit singapore easy get shop keeper helpful friendly picked great bargain souvenir visit time also found great restaurant lunch two occasion definitely visit againxd john gail laney,Shopping and Restaurant
21724,555466119,2018-01-22 00:00:00.000,5,Singapore Eye,"This is a nice tourist spot. Developed much in the concept of London Eye this Singapore flyer provides a beautiful birds eye view of the entire city. The circle takes 45-50 min to take a complete round. This is an amazing experience and you have all the elements of safety build into that ride, therefore only fun and frolic no fear. Must visit for a Singapore trip...",2017-08-01 00:00:00.000,Solo,2020-01-28 12:22:57.187,sourajyotid,India,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",nice tourist spot developed much concept london eye singapore flyer provide beautiful bird eye view entire city circle take min take complete round amaze experience element safety build ride therefore fun frolic fear must visit singapore trip,Garden Tour
81742,551131130,2018-01-03 00:00:00.000,5,A great place to spend a day,"The public transport in Singapore is so efficient, we bought a three day Tourist pass and that enable us to take unlimited rides on MRT and buses. To get to the Zoo, we hopped on an MRT to Chao Chu Kang MRT station (1.5 hours from Orchard Road) and bus #927 (15min) that drops you directly at the front gates._x000D_
_x000D_
We bought our pass online via the Singapore Zoo website (S$55 per adult for 2 parks with5% discount if purchased online) and didnÃ¢â‚¬â„¢t have to queue at the long line at the Zoo. We did the Zoo and the River Safari on the one day, in my opinion, two parks is plenty for one day, unless you only spend a few seconds at each exhibit. There are so much to see and the sea lions (splash) show is a must. We also made the elephant show which was amazing to see these gentle giants work with their mahouts effortlessly. There are various feeding times for different animals, so it is good to plan your visit so you make the most of what you want to see. There is a tram (additional S$5 per adult) that takes you around the Zoo it is an easy way to get from one section to another. There is plenty of shade around the Zoo so although it could get quite hot and humid, the surroundings tree canopies offer good shelter while walking around. We had lunch at the Ah Meng restaurant that offered hawker type stalls with a variety of local food. The River Safari is only couple of minutes walk away from the Zoo, be sure to purchase the River Safari boat ride as some of the animals are only viewable from the boat ride S$5 per adult) you are able to go on the ride again as we missed some animals on one side. The queue could get quite long, but it is well worth the wait. There is another reservoir boat cruise that is included in the River Safari ticket but you donÃ¢â‚¬â„¢t to see any animals except the giraffes or the rhinos, if you are lucky. The giant fish tank with the Dugongs are awesome, I could easily sit there watching them all day in the air conditioned comfort! The pandas enclosure in the River Safari is also a highlight, they are so close you feel you can almost touch them! If you visit Singapore, the Zoo and parks are a definite MUST SEE!",2017-12-01 00:00:00.000,Couples,2020-01-26 12:40:35.472,LesleynD,Australia,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",public transport singapore efficient bought three day tourist pas enable u take unlimited ride mrt bus get zoo hopped mrt chao chu kang mrt station hour orchard road bus min drop directly front gatesxd xd bought pas online via singapore zoo website per adult park discount purchase online didnatmt queue long line zoo zoo river safari one day opinion two park plenty one day unless spend second exhibit much see sea lion splash show must also make elephant show amaze see gentle giant work mahout effortlessly various feed time different animal good plan visit make want see tram additional per adult take around zoo easy way get one section another plenty shade around zoo although could get quite hot humid surroundings tree canopy offer good shelter walk around lunch ah meng restaurant offer hawker type stall variety local food river safari couple minute walk away zoo sure purchase river safari boat ride animal viewable boat ride per adult able go ride miss animal one side queue could get quite long well worth wait another reservoir boat cruise include river safari ticket donatmt see animal except giraffe rhino lucky giant fish tank dugong awesome could easily sit watch day air condition comfort panda enclosure river safari also highlight close feel almost touch visit singapore zoo park definite must see,Interaction with Animals
51999,374020335,2016-05-18 00:00:00.000,5,"Absolutely beautiful, must see while in Singapore.","Outstanding attraction. The building itself is an engineering marvel, and the air-conditioning was very welcomed on a hot, humid day a touring the Gardens by the Bay. When I visited, they had Tulipmania going on, and the tulips and other flowers were simply amazing. The arrangements of the flower displays were very well done with plenty of informative information available to those interested in it._x000D_
_x000D_
One note, I visited on a weekend and the Flower Dome was very crowded with visitors which took away from the experience. I would definitely recommend that one visit on a week day vice the weekend if possible.",2016-05-01 00:00:00.000,Solo,2020-01-30 01:06:19.441,maveritt2011,United States,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",outstanding attraction building engineering marvel air conditioning welcome hot humid day tour garden bay visit tulipmania go tulip flower simply amaze arrangement flower display well do plenty informative information available interested itxd xd one note visit weekend flower dome crowd visitor take away experience would definitely recommend one visit week day vice weekend possible,Garden Tour
98238,471631922,2017-03-31 00:00:00.000,4,cool to see,"We had a guide and we got to see the bridge, but we did not go on it. I don't feel I missed out and was happy to see it and move on.",2017-03-01 00:00:00.000,Friends,2020-01-30 06:09:20.408,mynamehere2013,United States,The Helix Bridge,"Art, History & Culture","Linking between Marina Bay and Marina Centre, Singapore 038981, Singapore",guide get see bridge not go not feel miss happy see move,Artwork Quality
15797,586144870,2018-06-09 00:00:00.000,4,Memorable walk with a Fantastic Light Show,"The place is centrally located and very easy to find. Best time to visit is Evening or after sunset to see the amazing light show. Light effects were awesome, Indian Bollywood song were also played there. Walk around garden is free. But walking on the tree ramps is chargeable. Spend 2 hrs there to experience the show. Must visit place.",2018-02-01 00:00:00.000,Couples,2020-01-29 18:23:19.792,AvnishC14,India,Supertree Grove,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay | Gardens by the Bay, Singapore 018953, Singapore",place centrally locate easy find best time visit even sunset see amaze light show light effect awesome indian bollywood song also played walk around garden free walk tree ramp chargeable spend hr experience show must visit place,Garden Tour
89566,360573710,2016-04-01 00:00:00.000,4,Ideal for kids and enthusiats,"Really good variety of animals and birds. When I went, the Australian outback and Lion were closed as it was shown upgrade in progress. Tram ride is definitely worth it. The rainforest show and splash safari is really good. The elephants at work was a bit boring if you are from India. DOn't forget to take your photos sitting near Orangutans and Birds. Overall, definitely worth a visit. Prize of admission is a bit steep but got 25% using local NETS card.",2016-03-01 00:00:00.000,Friends,2020-01-26 13:20:10.712,Vivek V,India,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",really good variety animal bird go australian outback lion close show upgrade progress tram ride definitely worth rainforest show splash safari really good elephant work bit boring india dont forget take photo sit near orangutan bird overall definitely worth visit prize admission bit steep get use local net card,Interaction with Animals
78561,626682681,2018-10-20 00:00:00.000,5,A fun trip to river safari,I went on a boat ride and lt was very fun and exciting because there was a lot of drops and we also saw many animalsÃ¯Â¼Â,2018-10-01 00:00:00.000,Family,2020-01-30 03:45:28.753,Ronelsim,Singapore,River Safari,Nature & Wildlife,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826, Singapore",go boat ride lt fun excite lot drop also saw many animalsi,Interaction with Animals
55081,358366166,2016-03-25 00:00:00.000,5,From the viewing deck the sights are amazing.,The hotel is a fantastic thing to look at even without going to the top. There was lots of people walking through and using the hotel facilities. I had to go to tower 3 and pay $23.00 to go up to the viewing deck. I had my photo taken and it was ready when I got to the top. The viewing deck is not right at the top because you have to book into the hotel prior to get to the swimming pool area. The views are amazing so don't miss out on going up there. Don't forget to take your camera. Umbrellas for a rainy day.,2016-03-01 00:00:00.000,Solo,2020-01-29 14:14:19.109,raymondg422,Australia,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",hotel fantastic thing look even without go top lot people walk use hotel facility go tower pay go view deck photo take ready get top view deck not right top book hotel prior get swim pool area view amaze not miss go dont forget take camera umbrella rainy day,Garden Tour
101756,384787781,2016-06-22 00:00:00.000,5,Buddha tooth relic temple & musueum,"This is a fantastic place - so magnificent, so serene, so peaceful & clean. the associated museum is spic & span with everything self explanatory.",2016-05-01 00:00:00.000,Couples,2020-01-30 00:13:25.455,chellaswamy,India,Buddha Tooth Relic Temple and Museum,"Art, History & Culture","288 South Bridge Road, Singapore 058840, Singapore",fantastic place magnificent serene peaceful clean associate museum spic span everything self explanatory,Artwork Quality
91179,715474943,2019-10-05 00:00:00.000,5,Warm city,"Everything is here! Clean,vibrant, fresh,safe and accessible. There are shades for picnic grounds. Stores and souvenir shops nearby are incredible and with good price. Street foods are one of a kind.",2019-04-01 00:00:00.000,Friends,2020-01-30 02:12:50.149,Othomamar,Singapore,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",everything cleanvibrant freshsafe accessible shade picnic ground store souvenir shop nearby incredible good price street food one kind,Artwork Quality
72931,387672218,2016-06-30 00:00:00.000,5,best street,"best place to shop with lots of cafes ,restaurants around,and high end brands.a place for shopaholics.",2015-07-01 00:00:00.000,Family,2020-01-30 02:38:26.645,travellor194,India,Orchard Road,Precinct & Street,"Singapore, Singapore",best place shop lot cafe restaurant aroundand high end brandsa place shopaholic,Shopping and Restaurant
82938,529353447,2017-10-03 00:00:00.000,5,School holiday,"The Spore zoo is an excellent place for families with children (or teens). It is appropriate for old and young. It is extremely well kept. Very clean and spacious. It has many resting areas. Food and drinks etc. My kids love the play area (bring your swim wears) and the slides. There's a petting zoo for kids. The grandparents also had a great time - cafes available for breaks. A really great place to spend the day!! To truly enjoy the place, you need to set aside at least 4 to 6 hours. Theres so much to see and experience. The animals are well cared for. Take your time.",2017-10-01 00:00:00.000,Family,2020-01-26 11:59:36.397,meadowCY,Singapore,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",spore zoo excellent place family child teen appropriate old young extremely well kept clean spacious many rest area food drink etc kid love play area bring swim wear slide pet zoo kid grandparent also great time cafe available break really great place spend day truly enjoy place need set aside least hour there much see experience animal well care take time,Interaction with Animals
103442,344077254,2016-01-31 00:00:00.000,5,More history than most.,A vaccinating afternoon of Asian history and culture captured in one building. Last time I went the dining in their restaurant was delightful.,2015-05-01 00:00:00.000,Business,2020-01-30 05:38:08.567,Jgdutyfree,United States,Asian Civilisations Museum,"Art, History & Culture","1 Empress Place Empress Place Building, Singapore 179555, Singapore",vaccinate afternoon asian history culture capture one building last time go din restaurant delightful,Artwork Quality
69995,452442845,2017-01-17 00:00:00.000,4,Busy street full of shopping malls - what you expect?,"Orchard road is certainly one of the must-go-to areas in Singapore, even if you do not like shopping. All the global brands you might expect. It's a busy stretch of road with rows and rows of shops and malls. It's quiet a sight. There are a couple of MRT stations along the road so getting to and from is not that difficult. Don't forget to visit the side street for some little shops as well.",2016-12-01 00:00:00.000,Family,2020-01-30 02:34:14.161,thatonetraveller,United Kingdom,Orchard Road,Precinct & Street,"Singapore, Singapore",orchard road certainly one must go area singapore even not like shopping global brand might expect busy stretch road row row shop mall quiet sight couple mrt station along road get not difficult dont forget visit side street little shop well,Shopping and Restaurant
47509,401826452,2016-08-06 00:00:00.000,4,Beautiful gardens,We spent half a day wandering around these beautiful gardens which culminate spectacular floral sculptures. At night there is a musical light show surrounding the sculptures which is very spectacular. Also great views of the Marina Sands Hotel,2016-07-01 00:00:00.000,Family,2020-01-25 16:01:49.127,Mark B,South Africa,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",spent half day wander around beautiful garden culminate spectacular floral sculpture night musical light show surround sculpture spectacular also great view marina sand hotel,Garden Tour
101096,405953574,2016-08-16 00:00:00.000,3,A quick look is enough,Caught up with a friend near here recently for a coffee. It was a beautiful clear day so we took the opportunity to admire the Merlion forr a moment. Not too many people on a weekday afternoon.,2016-08-01 00:00:00.000,Friends,2020-01-30 02:18:49.525,KGB777,Singapore,Merlion Park,"Art, History & Culture","1 Fullerton Road One Fullerton | Merlion Park, Singapore 049213, Singapore",caught friend near recently coffee beautiful clear day take opportunity admire merlion forr moment not many people weekday afternoon,Artwork Quality
58637,342235401,2016-01-24 00:00:00.000,4,A place worth visiting for all seasons,"The Gardens by the Bay is made up of the Cloud Forest, Flower Dome and the outdoor spice gardens. The Flower Dome changes its display according to the seasons, so visitors can come every season and expect to see something new every time. The Cloud Forest and Flower Dome features plants from many parts of the world, and is a wonderful place to chill during the hot afternoons or rainy day. Be sure to check out the lightings in the evening when you are done looking at the flowers. One can access many shops and eateries at Marina Bay Sands Resorts via a linkway, so access is not an issue.",2016-01-01 00:00:00.000,Friends,2020-01-25 21:01:46.832,SY S,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",garden bay make cloud forest flower dome outdoor spice garden flower dome change display accord season visitor come every season expect see something new every time cloud forest flower dome feature plant many part world wonderful place chill hot afternoon rainy day sure check lighting even do look flower one access many shop eatery marina bay sand resort via linkway access not issue,Garden Tour
28380,513554614,2017-08-16 00:00:00.000,4,Singapore Flyer,A real great way to see Singapore from the air. We went in the late afternoon and got some great sunset pictures. Very close to the central area so very accessible. Recommend it to anyone with some free time,2017-08-01 00:00:00.000,Friends,2020-01-28 12:35:13.646,Bloodhound112,South Africa,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",real great way see singapore air go late afternoon get great sunset picture close central area accessible recommend anyone free time,Garden Tour
14509,595595247,2018-07-12 00:00:00.000,5,Came for a visit,"This is by far the best futuristic garden the world has ever seen._x000D_
_x000D_
Everything is so technologically grown and the arrangements of flowers/plants is simply amazing and breathtaking._x000D_
_x000D_
The only thing that I would give a negative comment is that if a person who has altophobia, the walk down the aisle might not suit you (I have altophobia).",2018-07-01 00:00:00.000,Family,2020-01-25 14:57:53.106,SteveLeo,Malaysia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",far best futuristic garden world ever seenxd xd everything technologically grown arrangement flowersplants simply amaze breathtakingxd xd thing would give negative comment person altophobia walk aisle might not suit altophobia,Garden Tour
70035,451840839,2017-01-14 00:00:00.000,5,Best China Town Ever!!!,"Simply the best and I have seen almost all!! Really enjoyed the variety, the cleanliness and friendly stall owners. Love this place and if you us the MTR it is quite easily accessed. Big plus when the teenage kids enjoy the bargaining!!",2017-01-01 00:00:00.000,Family,2020-01-30 11:46:31.097,BlueAnto,Australia,Chinatown,Precinct & Street,"Crot | Trengganu, Singapore 048942, Singapore",simply best see almost really enjoy variety cleanliness friendly stall owner love place u mtr quite easily access big plus teenage kid enjoy bargaining,Shopping and Restaurant
81006,567167109,2018-03-18 00:00:00.000,5,Fantastic way to see animals you don't normally get to see,"I was so impressed by the night safari and highly recommend this to do on your trip to Singapore._x000D_
_x000D_
Upon arrival I was recommended to take the walking tracks first, see the show and then the tram and it worked out great._x000D_
_x000D_
The walking trails are easy to follow and I found it super exciting to explore the trails and walk around in very low light as it gives a completely new and different experience to previous zoo trips._x000D_
_x000D_
It was so cool to see the animals out and about and active, which you don't always get to see in the day. Some of the most exciting things for me to see was the bigger-than-expected hyenas, the tiger, the lion and the otters._x000D_
_x000D_
Also a highlight was the Creatures by night show where we got to see many animals up close including a huge monkey and a snake._x000D_
_x000D_
After walking around and seeing the show, i took a tram around the zoo which gave a very informative commentary and an additional close up including seeing one of the most beautful elephants I have ever seen._x000D_
_x000D_
I'll be going back on my next trip for sure!_x000D_
_x000D_
I took the train and then a bus to get out to the zoo. In hindsight I should have booked a transfer. I took a taxi home which cost around $20.",2018-02-01 00:00:00.000,Solo,2020-01-30 15:43:45.355,stumblethru,Australia,Night Safari,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",impressed night safari highly recommend trip singaporexd xd upon arrival recommend take walk track first see show tram work greatxd xd walk trail easy follow found super excite explore trail walk around low light give completely new different experience previous zoo tripsxd xd cool see animal active not always get see day excite thing see big expect hyena tiger lion ottersxd xd also highlight creature night show get see many animal close include huge monkey snakexd xd walk around see show take tram around zoo give informative commentary additional close include see one beautful elephant ever seenxd xd go back next trip surexd xd take train bus get zoo hindsight book transfer take taxi home cost around,Interaction with Animals
